Bn,COY,Village,Mohalla,House No,Name,Relation,Sex,Age,Occupation,Mob No,GR,Property,Floor,Colour,No of Rooms,Perimeter Fence,Cowshed,Entry points,LAT/LONG
78 BN,B COY,Planet,Venus,Z-529,Stanislaw,Wife,M,45,Call Centre,9213840609,,2 kunal,Single,Blue,5,Y,Y,1,28.679079/77.070216
78 BN,B COY,Planet,Venus,Z-531,Tymoteusz,Husband,M,23,Air hostess,9213840610,,2 kunal,Single,Green,4,N,Y,2,28.679079/77.070217
78 BN,B COY,Planet,Venus,Z-531,Vinny,Wife,M,67,Pilot,9213840611,,2 kunal,Single,Lavender,3,N,Y,2,28.679079/77.070218
78 BN,B COY,Planet,Venus,Z-531,Walter,Daughter,F,23,Scientist,9213840612,,2 kunal,Single,Cherry,3,N,Y,2,28.679079/77.070219
78 BN,B COY,Planet,Earth,Z-534,Wren,Husband,M,56,Attender,9213840613,,2 kunal,Single,Light green,5,N,Y,2,28.679079/77.070220
78 BN,B COY,Planet,Earth,Z-534,Yahya,Wife,F,24,Buisnessman,9213840614,,2 kunal,Single,Red,3,N,Y,3,28.679079/77.070221
78 BN,B COY,Planet,Earth,Z-536,Zain,Husband,M,56,Technician,9213840615,,2 kunal,Single,Pink,4,Y,N,1,28.679079/77.070222
78 BN,B COY,Planet,Earth,Z-536,Ailbe,Wife,F,32,Shopkeeper,9213840616,,2 kunal,Single,Purple,4,N,N,2,28.679079/77.070223
78 BN,B COY,Planet,Earth,Z-538,Anderson,Husband,M,67,Doctor,9213840617,,1 kunal,Single,White,2,N,N,2,28.679079/77.070224
78 BN,B COY,Planet,Earth,Z-538,Andy,Wife,F,89,Teacher,9213840618,,1 kunal,Single,Blue,4,Y,N,1,28.679079/77.070225
78 BN,B COY,Planet,Earth,Z-538,Antonio,Daughter,F,96,Engineer,9213840619,,1 kunal,Single,Green,5,N,N,2,28.679079/77.070226
78 BN,B COY,Planet,Mars,Z-541,Aodhan,Husband,F,49,Painter,9213840620,,1 kunal,Single,Lavender,2,N,Y,2,28.679079/77.070227
78 BN,B COY,Planet,Mars,Z-541,Arjan,Wife,M,60,Call Centre,9213840621,,1 kunal,Single,Cherry,3,N,N,1,28.679079/77.070228
78 BN,B COY,Planet,Mars,Z-543,Artur,Husband,F,23,Air hostess,9213840622,,1 kunal,Single,Light green,5,N,N,2,28.679079/77.070229
78 BN,B COY,Planet,Mars,Z-543,Aryan,Wife,M,43,Pilot,9213840623,,2 kunal,Single,Red,2,Y,Y,2,28.679079/77.070230
78 BN,B COY,Planet,Mars,Z-545,Ashley,Husband,M,75,Scientist,9213840624,,2 kunal,Single,Pink,4,Y,N,2,28.679079/77.070231
78 BN,B COY,Planet,Mars,Z-545,August,Wife,F,64,Attender,9213840625,,2 kunal,Single,Purple,4,N,N,2,28.679079/77.070232
78 BN,B COY,Planet,Mars,Z-545,Aulay,Daughter,F,86,Buisnessman,9213840626,,2 kunal,Single,White,3,Y,N,2,28.679079/77.070233
78 BN,B COY,Bhopal,Jupiter,Z-548,Ayman,Husband,M,62,Technician,9213840627,,2 kunal,Single,Blue,5,Y,N,2,28.679079/77.070234
78 BN,B COY,Bhopal,Jupiter,Z-548,Brendan,Wife,F,98,Shopkeeper,9213840628,,1 kunal,Single,Green,2,Y,Y,2,28.679079/77.070235
78 BN,B COY,Bhopal,Jupiter,Z-550,Brian,Husband,F,21,Doctor,9213840629,,1 kunal,Single,Lavender,5,Y,Y,2,28.679079/77.070236
78 BN,B COY,Bhopal,Jupiter,Z-550,Caden,Wife,M,33,Teacher,9213840630,,1 kunal,Single,Cherry,5,Y,N,1,28.679079/77.070237
78 BN,B COY,Bhopal,Jupiter,Z-552,Cailen,Husband,F,45,Engineer,9213840631,,1 kunal,Single,Light green,5,Y,Y,2,28.679079/77.070238
78 BN,B COY,Bhopal,Jupiter,Z-552,Calder,Wife,M,12,Painter,9213840632,,1 kunal,Single,Red,2,N,N,1,28.679079/77.070239
78 BN,B COY,Bhopal,Jupiter,Z-552,Carlos,Daughter,F,45,Call Centre,9213840633,,1 kunal,Single,Pink,5,N,Y,2,28.679079/77.070240
78 BN,B COY,Bhopal,Uranus,Z-555,Casper,Father,M,23,Air hostess,9213840634,,1 kunal,Single,Purple,6,N,Y,2,28.679079/77.070241
78 BN,B COY,Bhopal,Uranus,Z-555,Conlyn,Mother,F,67,Pilot,9213840635,,1 kunal,Single,White,3,N,Y,2,28.679079/77.070242
78 BN,B COY,Bhopal,Uranus,Z-555,Cormac,Husband,M,23,Scientist,9213840636,,1 kunal,Single,Blue,4,N,Y,1,28.679079/77.070243
78 BN,B COY,Bhopal,Uranus,Z-555,Dale,Wife,M,56,Attender,9213840637,,1 kunal,Single,Green,3,Y,Y,1,28.679079/77.070244
78 BN,B COY,Bhopal,Uranus,Z-559,Dalton,Husband,M,24,Buisnessman,9213840638,,1 kunal,Single,Lavender,4,N,Y,1,28.679079/77.070245
78 BN,B COY,Bhopal,Uranus,Z-559,Damon,Wife,F,56,Technician,9213840639,,1 kunal,Single,Cherry,4,N,N,2,28.679079/77.070246
78 BN,B COY,Bhopal,Uranus,Z-559,Danish,Daughter,F,32,Shopkeeper,9213840640,,1 kunal,Single,Light green,2,Y,N,1,28.679079/77.070247
78 BN,B COY,Bhopal,Neptune,Z-562,Dante,Husband,F,67,Doctor,9213840641,,1 kunal,Single,Red,4,N,N,2,28.679079/77.070248
78 BN,B COY,Bhopal,Neptune,Z-562,Darius,Wife,M,89,Teacher,9213840642,,1 kunal,Single,Pink,2,N,N,1,28.679079/77.070249
78 BN,B COY,Bhopal,Neptune,Z-562,Darren,Son,F,96,Engineer,9213840643,,1 kunal,Single,Purple,3,N,N,2,28.679079/77.070250
78 BN,B COY,Bhopal,Neptune,Z-565,Daryl,Father,M,49,Painter,9213840644,,1 kunal,Single,White,4,N,Y,2,28.679079/77.070251
78 BN,B COY,Bhopal,Neptune,Z-565,Deacon,Mother,F,60,Call Centre,9213840645,,1 kunal,Single,Blue,5,Y,N,2,28.679079/77.070252
78 BN,B COY,Bhopal,Neptune,Z-565,Dennis,Husband,M,23,Air hostess,9213840646,,1 kunal,Single,Green,3,Y,N,1,28.679079/77.070253
78 BN,B COY,Bhopal,Neptune,Z-565,Dougal,Wife,F,43,Pilot,9213840647,,1 kunal,Single,Lavender,3,N,Y,2,28.679079/77.070254
78 BN,B COY,Bhopal,Pluto,Z-569,Eoghan,Husband,M,75,Scientist,9213840648,,2 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070255
78 BN,B COY,Bhopal,Pluto,Z-569,Ernest,Wife,M,64,Attender,9213840649,,2 kunal,Single,Light green,4,N,N,2,28.679079/77.070256
78 BN,B COY,Bhopal,Pluto,Z-571,Franklin,Husband ,M,86,Buisnessman,9213840650,,2 kunal,Single,Red,2,Y,N,3,28.679079/77.070257
78 BN,B COY,Bhopal,Pluto,Z-571,Georgie,Wife,F,62,Technician,9213840651,,2 kunal,Single,Pink,3,Y,N,2,28.679079/77.070258
78 BN,B COY,Bhopal,Pluto,Z-573,Gray,Husband ,F,98,Shopkeeper,9213840652,,2 kunal,Single,Purple,5,Y,Y,1,28.679079/77.070259
78 BN,B COY,Bhopal,Pluto,Z-573,Haider,Wife,F,21,Doctor,9213840653,,2 kunal,Single,White,4,Y,Y,2,28.679079/77.070260
78 BN,B COY,Bhopal,Pluto,Z-573,Harper,Son,M,33,Teacher,9213840654,,2 kunal,Single,Blue,3,Y,N,2,28.679079/77.070261
78 BN,B COY,Bhopal,Sun,Z-576,Iain,Husband,F,45,Engineer,9213840655,,2 kunal,Single,Green,3,Y,Y,2,28.679079/77.070262
78 BN,B COY,Bhopal,Sun,Z-576,Ianis,Wife,M,12,Painter,9213840656,,1 kunal,Single,Lavender,5,N,N,2,28.679079/77.070263
78 BN,B COY,Bhopal,Sun,Z-576,Igor,Son,F,45,Call Centre,9213840657,,1 kunal,Single,Cherry,3,N,Y,3,28.679079/77.070264
78 BN,B COY,Bhopal,Sun,Z-579,Isaiah,Husband,M,23,Air hostess,9213840658,,1 kunal,Single,Light green,4,N,Y,1,28.679079/77.070265
78 BN,B COY,Bhopal,Sun,Z-579,Issac,Wife,F,67,Pilot,9213840659,,1 kunal,Single,Red,4,N,Y,2,28.679079/77.070266
78 BN,B COY,Bhopal,Sun,Z-579,Jai,Daughter,M,23,Scientist,9213840660,,1 kunal,Single,Pink,2,N,Y,2,28.679079/77.070267
78 BN,B COY,Bhopal,Sun,Z-579,Jonas,Son,M,56,Attender,9213840661,,1 kunal,Single,Purple,4,Y,Y,1,28.679079/77.070268
78 BN,B COY,Aligarh,Ganga,Z-583,Kaden,Father,F,24,Buisnessman,9213840662,,2 kunal,Single,White,5,N,Y,2,28.679079/77.070269
78 BN,B COY,Aligarh,Ganga,Z-583,Kailen,Mother,F,56,Technician,9213840663,,2 kunal,Single,Blue,2,N,N,2,28.679079/77.070270
78 BN,B COY,Aligarh,Ganga,Z-583,Keanu,Husband,F,32,Shopkeeper,9213840664,,2 kunal,Single,Green,3,Y,N,1,28.679079/77.070271
78 BN,B COY,Aligarh,Ganga,Z-583,Kingsley,Wife,M,67,Doctor,9213840665,,2 kunal,Single,Lavender,5,N,N,2,28.679079/77.070272
78 BN,B COY,Aligarh,Ganga,Z-587,Knox,Husband,M,89,Teacher,9213840666,,2 kunal,Single,Cherry,2,N,N,2,28.679079/77.070273
78 BN,B COY,Aligarh,Ganga,Z-587,Kobe,Wife,M,96,Engineer,9213840667,,1 kunal,Single,Light green,4,N,N,2,28.679079/77.070274
78 BN,B COY,Aligarh,Ganga,Z-587,Koen,Daughter,F,49,Painter,9213840668,,1 kunal,Single,Red,4,N,Y,2,28.679079/77.070275
78 BN,B COY,Aligarh,Yamuna,Z-590,Kolby,Father,M,60,Call Centre,9213840669,,1 kunal,Single,Pink,3,Y,N,2,28.679079/77.070276
78 BN,B COY,Aligarh,Yamuna,Z-590,Kolton,Mother,F,23,Air hostess,9213840670,,1 kunal,Single,Purple,5,Y,N,2,28.679079/77.070277
78 BN,B COY,Aligarh,Yamuna,Z-590,Krystian,Husband,M,43,Pilot,9213840671,,1 kunal,Single,White,2,N,Y,2,28.679079/77.070278
78 BN,B COY,Aligarh,Yamuna,Z-590,Kyron,Wife,F,75,Scientist,9213840672,,1 kunal,Single,Blue,5,Y,N,2,28.679079/77.070279
78 BN,B COY,Aligarh,Yamuna,Z-594,Laith,Husband,M,64,Attender,9213840673,,1 kunal,Single,Green,5,N,N,1,28.679079/77.070280
78 BN,B COY,Aligarh,Yamuna,Z-594,Laurie,Wife,F,86,Buisnessman,9213840674,,1 kunal,Single,Lavender,5,Y,N,2,28.679079/77.070281
78 BN,B COY,Aligarh,Yamuna,Z-594,Leland,Daughter,F,62,Technician,9213840675,,1 kunal,Single,Cherry,2,Y,N,1,28.679079/77.070282
78 BN,B COY,Aligarh,Saraswati,Z-597,Lleyton,Husband,F,98,Shopkeeper,9213840676,,1 kunal,Single,Light green,5,Y,Y,2,28.679079/77.070283
78 BN,B COY,Aligarh,Saraswati,Z-597,Loui,Wife,M,21,Doctor,9213840677,,1 kunal,Single,Red,6,Y,Y,2,28.679079/77.070284
78 BN,B COY,Aligarh,Saraswati,Z-599,Maddox,Husband,F,33,Teacher,9213840678,,1 kunal,Single,Pink,3,Y,N,2,28.679079/77.070285
78 BN,B COY,Aligarh,Saraswati,Z-599,Markus,Wife,M,45,Engineer,9213840679,,1 kunal,Single,Purple,4,Y,Y,1,28.679079/77.070286
78 BN,B COY,Aligarh,Saraswati,Z-601,Mateusz,Daughter,M,12,Painter,9213840680,,1 kunal,Single,White,3,N,N,1,28.679079/77.070287
78 BN,B COY,Aligarh,Saraswati,Z-601,Mathew,Husband,F,45,Call Centre,9213840681,,1 kunal,Single,Blue,4,N,Y,1,28.679079/77.070288
78 BN,B COY,Aligarh,Saraswati,Z-601,Natan,Wife,F,23,Air hostess,9213840682,,1 kunal,Single,Green,4,N,Y,2,28.679079/77.070289
78 BN,B COY,Aligarh,Mandakini,Z-604,Oli,Father,M,67,Pilot,9213840683,,1 kunal,Single,Lavender,2,N,Y,1,28.679079/77.070290
78 BN,B COY,Aligarh,Mandakini,Z-604,Orion,Mother,F,23,Scientist,9213840684,,1 kunal,Single,Cherry,4,N,Y,2,28.679079/77.070291
78 BN,B COY,Aligarh,Mandakini,Z-604,Orrin,Husband,F,56,Attender,9213840685,,1 kunal,Single,Light green,2,Y,Y,1,28.679079/77.070292
78 BN,B COY,Aligarh,Mandakini,Z-604,Orson,Wife,M,24,Buisnessman,9213840686,,1 kunal,Single,Red,3,N,Y,2,28.679079/77.070293
78 BN,B COY,Aligarh,Mandakini,Z-608,Patryk,Husband,F,56,Technician,9213840687,,2 kunal,Single,Pink,4,N,N,2,28.679079/77.070294
78 BN,B COY,Aligarh,Mandakini,Z-608,Rafe,Wife,M,32,Shopkeeper,9213840688,,2 kunal,Single,Purple,5,Y,N,2,28.679079/77.070295
78 BN,B COY,Aligarh,Mandakini,Z-608,Raphael,Daughter,F,67,Doctor,9213840689,,2 kunal,Single,White,3,N,N,1,28.679079/77.070296
78 BN,B COY,Aligarh,Narmada,Z-611,Ray,Father,M,89,Teacher,9213840690,,2 kunal,Single,Blue,3,N,N,2,28.679079/77.070297
78 BN,B COY,Aligarh,Narmada,Z-611,Raymond,Mother,F,96,Engineer,9213840691,,2 kunal,Single,Green,5,N,N,2,28.679079/77.070298
78 BN,B COY,Aligarh,Narmada,Z-611,Seumas,Husband,M,49,Painter,9213840692,,2 kunal,Single,Lavender,4,N,Y,2,28.679079/77.070299
78 BN,B COY,Aligarh,Narmada,Z-611,Solomon,Wife,M,60,Call Centre,9213840693,,2 kunal,Single,Cherry,2,Y,N,3,28.679079/77.070300
78 BN,B COY,Aligarh,Narmada,Z-615,Tadhg,Husband,M,23,Air hostess,9213840694,,2 kunal,Single,Light green,3,Y,N,2,28.679079/77.070301
78 BN,B COY,Aligarh,Narmada,Z-615,Ted,Wife,F,43,Pilot,9213840695,,1 kunal,Single,Red,5,N,Y,1,28.679079/77.070302
78 BN,B COY,Aligarh,Narmada,Z-615,Teddie,Son,F,75,Scientist,9213840696,,1 kunal,Single,Pink,4,Y,N,2,28.679079/77.070303
78 BN,B COY,Ramgarh,Tapi,Z-618,Tiernan,Father,F,64,Attender,9213840697,,1 kunal,Single,Purple,3,N,N,2,28.679079/77.070304
78 BN,B COY,Ramgarh,Tapi,Z-618,Tierney,Mother,M,86,Buisnessman,9213840698,,1 kunal,Single,White,3,Y,N,2,28.679079/77.070305
78 BN,B COY,Ramgarh,Tapi,Z-618,Timothy,Husband,F,62,Technician,9213840699,,1 kunal,Single,Blue,5,Y,N,2,28.679079/77.070306
78 BN,B COY,Ramgarh,Tapi,Z-618,Torrin,Wife,M,98,Shopkeeper,9213840700,,1 kunal,Single,Green,3,Y,Y,3,28.679079/77.070307
78 BN,B COY,Ramgarh,Tapi,Z-622,Wallace,Husband,F,21,Doctor,9213840701,,2 kunal,Single,Lavender,4,Y,Y,1,28.679079/77.070308
78 BN,B COY,Ramgarh,Tapi,Z-622,Wesley,Wife,M,33,Teacher,9213840702,,2 kunal,Single,Cherry,4,Y,N,2,28.679079/77.070309
78 BN,B COY,Ramgarh,Tapi,Z-622,Yousaf,Son,F,45,Engineer,9213840703,,2 kunal,Single,Light green,2,Y,Y,2,28.679079/77.070310
78 BN,B COY,Ramgarh,Dudhganga,Z-625,Yousef,Father,M,12,Painter,9213840704,,2 kunal,Single,Red,4,N,N,1,28.679079/77.070311
78 BN,B COY,Ramgarh,Dudhganga,Z-625,Yousif,Mother,M,45,Call Centre,9213840705,,2 kunal,Single,Pink,5,N,Y,2,28.679079/77.070312
78 BN,B COY,Ramgarh,Dudhganga,Z-625,Alejandro,Husband,M,23,Air hostess,9213840706,,1 kunal,Single,Purple,2,N,Y,2,28.679079/77.070313
78 BN,B COY,Ramgarh,Dudhganga,Z-625,Alessandro,Wife,F,67,Pilot,9213840707,,1 kunal,Single,White,3,N,Y,1,28.679079/77.070314
78 BN,B COY,Ramgarh,Dudhganga,Z-629,Alexandros,Husband,F,23,Scientist,9213840708,,1 kunal,Single,Blue,5,N,Y,2,28.679079/77.070315
78 BN,B COY,Ramgarh,Dudhganga,Z-629,Aonghas,Wife,F,56,Attender,9213840709,,1 kunal,Single,Green,2,Y,Y,2,28.679079/77.070316
78 BN,B COY,Ramgarh,Dudhganga,Z-629,Archy,Son,M,24,Buisnessman,9213840710,,1 kunal,Single,Lavender,4,N,Y,2,28.679079/77.070317
78 BN,B COY,Ramgarh,Bramhaptura,Z-632,Ares,Husband,F,56,Technician,9213840711,,1 kunal,Single,Cherry,4,N,N,2,28.679079/77.070318
78 BN,B COY,Ramgarh,Bramhaptura,Z-632,Armaan,Wife,M,32,Shopkeeper,9213840712,,1 kunal,Single,Light green,3,Y,N,2,28.679079/77.070319
78 BN,B COY,Ramgarh,Bramhaptura,Z-634,Aydan,Husband,F,67,Doctor,9213840713,,1 kunal,Single,Red,5,N,N,2,28.679079/77.070320
78 BN,B COY,Ramgarh,Bramhaptura,Z-634,Baxter,Wife,M,89,Teacher,9213840714,,1 kunal,Single,Pink,2,N,N,2,28.679079/77.070321
78 BN,B COY,Ramgarh,Bramhaptura,Z-636,Beauden,Husband,F,96,Engineer,9213840715,,1 kunal,Single,Purple,5,N,N,2,28.679079/77.070322
78 BN,B COY,Ramgarh,Bramhaptura,Z-636,Benedict,Wife,M,49,Painter,9213840716,,1 kunal,Single,White,5,N,Y,1,28.679079/77.070323
78 BN,B COY,Ramgarh,Bramhaptura,Z-636,Bertie,Son,M,60,Call Centre,9213840717,,1 kunal,Single,Blue,5,Y,N,2,28.679079/77.070324
78 BN,B COY,Ramgarh,Indus,Z-639,Blayne,Husband,F,23,Air hostess,9213840718,,1 kunal,Single,Green,2,Y,N,1,28.679079/77.070325
78 BN,B COY,Ramgarh,Indus,Z-639,Bowie,Wife,F,43,Pilot,9213840719,,1 kunal,Single,Lavender,5,N,Y,2,28.679079/77.070326
78 BN,B COY,Ramgarh,Indus,Z-639,Broden,Son,F,75,Scientist,9213840720,,1 kunal,Single,Cherry,6,Y,N,2,28.679079/77.070327
78 BN,B COY,Ramgarh,Indus,Z-642,Bryan,Husband,M,64,Attender,9213840721,,1 kunal,Single,Light green,3,N,N,2,28.679079/77.070328
78 BN,B COY,Ramgarh,Indus,Z-642,Buddy,Wife,M,86,Buisnessman,9213840722,,1 kunal,Single,Red,4,Y,N,1,28.679079/77.070329
78 BN,B COY,Ramgarh,Indus,Z-644,Caolan,Husband,M,62,Technician,9213840723,,1 kunal,Single,Pink,3,Y,N,1,28.679079/77.070330
78 BN,B COY,Ramgarh,Indus,Z-644,Cayde,Wife,F,98,Shopkeeper,9213840724,,1 kunal,Single,Purple,4,Y,Y,1,28.679079/77.070331
78 BN,B COY,Ramgarh,Himalaya,Z-646,Chase,Husband,M,21,Doctor,9213840725,,1 kunal,Single,White,4,Y,Y,2,28.679079/77.070332
78 BN,B COY,Ramgarh,Himalaya,Z-646,Che,Wife,F,33,Teacher,9213840726,,2 kunal,Single,Blue,2,Y,N,1,28.679079/77.070333
78 BN,B COY,Ramgarh,Himalaya,Z-646,Coll,Son,M,45,Engineer,9213840727,,2 kunal,Single,Green,4,Y,Y,2,28.679079/77.070334
78 BN,B COY,Ramgarh,Himalaya,Z-649,Colson,Husband,F,12,Painter,9213840728,,2 kunal,Single,Lavender,2,N,N,1,28.679079/77.070335
78 BN,B COY,Ramgarh,Himalaya,Z-649,Conner,Wife,M,45,Call Centre,9213840729,,2 kunal,Single,Cherry,3,N,Y,2,28.679079/77.070336
78 BN,B COY,Ramgarh,Himalaya,Z-649,Corrie,Son,F,23,Air hostess,9213840730,,2 kunal,Single,Light green,4,N,Y,2,28.679079/77.070337
78 BN,B COY,Ramgarh,Himalaya,Z-649,Damien,Daughter,F,67,Pilot,9213840731,,2 kunal,Single,Red,5,N,Y,2,28.679079/77.070338
78 BN,C COY,Devgarh,Shiv,Z-653,Daniyal,Husband,F,23,Scientist,9213840732,,2 kunal,Single,Pink,3,N,Y,1,28.679079/77.070339
78 BN,C COY,Devgarh,Shiv,Z-653,Danyal,Wife,M,56,Attender,9213840733,,2 kunal,Single,Purple,3,Y,Y,2,28.679079/77.070340
78 BN,C COY,Devgarh,Shiv,Z-653,Dario,Son,F,24,Buisnessman,9213840734,,1 kunal,Single,White,5,N,Y,2,28.679079/77.070341
78 BN,C COY,Devgarh,Shiv,Z-656,Devlin,Daughter,M,56,Technician,9213840735,,1 kunal,Single,Blue,4,N,N,2,28.679079/77.070342
78 BN,C COY,Devgarh,Shiv,Z-656,Dillon,Husband,M,32,Shopkeeper,9213840736,,1 kunal,Single,Green,2,Y,N,3,28.679079/77.070343
78 BN,C COY,Devgarh,Shiv,Z-656,Dorian,Wife,F,67,Doctor,9213840737,,1 kunal,Single,Lavender,3,N,N,2,28.679079/77.070344
78 BN,C COY,Devgarh,Shiv,Z-656,Eamon,Son,F,89,Teacher,9213840738,,1 kunal,Single,Cherry,5,N,N,1,28.679079/77.070345
78 BN,C COY,Devgarh,Parvati,Z-660,Edmund,Daughter,M,96,Engineer,9213840739,,1 kunal,Single,Light green,4,N,N,2,28.679079/77.070346
78 BN,C COY,Devgarh,Parvati,Z-660,Emil,Husband,F,49,Painter,9213840740,,2 kunal,Single,Red,3,N,Y,2,28.679079/77.070347
78 BN,C COY,Devgarh,Parvati,Z-660,Emmett,Wife,F,60,Call Centre,9213840741,,2 kunal,Single,Pink,3,Y,N,2,28.679079/77.070348
78 BN,C COY,Devgarh,Parvati,Z-660,Ewen,Son,M,23,Air hostess,9213840742,,2 kunal,Single,Purple,5,Y,N,2,28.679079/77.070349
78 BN,C COY,Devgarh,Parvati,Z-660,Finnlay,Daughter,F,43,Pilot,9213840743,,2 kunal,Single,White,3,N,Y,3,28.679079/77.070350
78 BN,C COY,Devgarh,Parvati,Z-664,Forbes,Husband,M,75,Scientist,9213840744,,2 kunal,Single,Blue,4,Y,N,1,28.679079/77.070351
78 BN,C COY,Devgarh,Parvati,Z-664,Francesco,Wife,F,64,Attender,9213840745,,1 kunal,Single,Green,4,N,N,2,28.679079/77.070352
78 BN,C COY,Devgarh,Indra,Z-667,Franco,Husband,M,86,Buisnessman,9213840746,,1 kunal,Single,Lavender,2,Y,N,2,28.679079/77.070353
78 BN,C COY,Devgarh,Indra,Z-667,Gerard,Wife,F,62,Technician,9213840747,,1 kunal,Single,Cherry,4,Y,N,1,28.679079/77.070354
78 BN,C COY,Devgarh,Indra,Z-667,Giovanni,Son,M,98,Shopkeeper,9213840748,,1 kunal,Single,Light green,5,Y,Y,2,28.679079/77.070355
78 BN,C COY,Devgarh,Indra,Z-667,Grey,Daughter,M,21,Doctor,9213840749,,1 kunal,Single,Red,2,Y,Y,2,28.679079/77.070356
78 BN,C COY,Devgarh,Indra,Z-671,Hadley,Husband,M,33,Teacher,9213840750,,1 kunal,Single,Pink,3,Y,N,1,28.679079/77.070357
78 BN,C COY,Devgarh,Indra,Z-671,Harlow,Wife,F,45,Engineer,9213840751,,1 kunal,Single,Purple,5,Y,Y,2,28.679079/77.070358
78 BN,C COY,Devgarh,Indra,Z-671,Haydn,Daughter,F,12,Painter,9213840752,,1 kunal,Single,White,2,N,N,2,28.679079/77.070359
78 BN,C COY,Devgarh,Bramha,Z-674,Heath,Husband,F,45,Call Centre,9213840753,,1 kunal,Single,Blue,4,N,Y,2,28.679079/77.070360
78 BN,C COY,Devgarh,Bramha,Z-674,Howie,Wife,M,23,Air hostess,9213840754,,1 kunal,Single,Green,4,N,Y,2,28.679079/77.070361
78 BN,C COY,Devgarh,Bramha,Z-674,Ibraheem,Daughter,F,67,Pilot,9213840755,,1 kunal,Single,Lavender,3,N,Y,2,28.679079/77.070362
78 BN,C COY,Devgarh,Bramha,Z-677,Jameson,Husband,M,23,Scientist,9213840756,,1 kunal,Single,Cherry,5,N,Y,2,28.679079/77.070363
78 BN,C COY,Devgarh,Bramha,Z-677,Jayce,Wife,F,56,Attender,9213840757,,1 kunal,Single,Light green,2,Y,Y,2,28.679079/77.070364
78 BN,C COY,Devgarh,Bramha,Z-677,Jonny,Daughter,M,24,Buisnessman,9213840758,,1 kunal,Single,Red,5,N,Y,2,28.679079/77.070365
78 BN,C COY,Devgarh,Bramha,Z-677,Judah,Son,F,56,Technician,9213840759,,1 kunal,Single,Pink,5,N,N,1,28.679079/77.070366
78 BN,C COY,Devgarh,Rishi,Z-681,Jura,Husband,M,32,Shopkeeper,9213840760,,1 kunal,Single,Purple,5,Y,N,2,28.679079/77.070367
78 BN,C COY,Devgarh,Rishi,Z-681,Kaelan,Wife,M,67,Doctor,9213840761,,1 kunal,Single,White,2,N,N,1,28.679079/77.070368
78 BN,C COY,Devgarh,Rishi,Z-681,Kelvin,Daughter,M,89,Teacher,9213840762,,1 kunal,Single,Blue,5,N,N,2,28.679079/77.070369
78 BN,C COY,Devgarh,Rishi,Z-684,Khalid,Husband,F,96,Engineer,9213840763,,1 kunal,Single,Green,6,N,N,2,28.679079/77.070370
78 BN,C COY,Devgarh,Rishi,Z-684,Kurtis,Wife,F,49,Painter,9213840764,,1 kunal,Single,Lavender,3,N,Y,2,28.679079/77.070371
78 BN,C COY,Devgarh,Rishi,Z-684,Kyan,Daughter,F,60,Call Centre,9213840765,,2 kunal,Single,Cherry,4,Y,N,1,28.679079/77.070372
78 BN,C COY,Devgarh,Rishi,Z-684,Laurence,Son,M,23,Air hostess,9213840766,,2 kunal,Single,Light green,3,Y,N,1,28.679079/77.070373
78 BN,C COY,Jabalpur,Dronacharya,Z-688,Leonidas,Husband,F,43,Pilot,9213840767,,2 kunal,Single,Red,4,N,Y,1,28.679079/77.070374
78 BN,C COY,Jabalpur,Dronacharya,Z-688,Lomond,Wife,M,75,Scientist,9213840768,,2 kunal,Single,Pink,4,Y,N,2,28.679079/77.070375
78 BN,C COY,Jabalpur,Dronacharya,Z-690,Lorcan,Husband,F,64,Attender,9213840769,,2 kunal,Single,Purple,2,N,N,1,28.679079/77.070376
78 BN,C COY,Jabalpur,Dronacharya,Z-690,Lorenzo,Wife,M,86,Buisnessman,9213840770,,2 kunal,Single,White,4,Y,N,2,28.679079/77.070377
78 BN,C COY,Jabalpur,Dronacharya,Z-692,Luis,Husband,F,62,Technician,9213840771,,2 kunal,Single,Blue,2,Y,N,1,28.679079/77.070378
78 BN,C COY,Jabalpur,Dronacharya,Z-692,Maison,Wife,M,98,Shopkeeper,9213840772,,2 kunal,Single,Green,3,Y,Y,2,28.679079/77.070379
78 BN,C COY,Jabalpur,Dronacharya,Z-692,Mayson,Daughter,M,21,Doctor,9213840773,,1 kunal,Single,Lavender,4,Y,Y,2,28.679079/77.070380
78 BN,C COY,Jabalpur,Bhishma,Z-695,Michal,Husband,F,33,Teacher,9213840774,,1 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070381
78 BN,C COY,Jabalpur,Bhishma,Z-695,Milosz,Wife,F,45,Engineer,9213840775,,1 kunal,Single,Light green,3,Y,Y,1,28.679079/77.070382
78 BN,C COY,Jabalpur,Bhishma,Z-695,Morgan,Son,F,12,Painter,9213840776,,1 kunal,Single,Red,3,N,N,2,28.679079/77.070383
78 BN,C COY,Jabalpur,Bhishma,Z-698,Murphy,Father,M,45,Call Centre,9213840777,,1 kunal,Single,Pink,5,N,Y,2,28.679079/77.070384
78 BN,C COY,Jabalpur,Bhishma,Z-698,Ossian,Mother,M,23,Air hostess,9213840778,,1 kunal,Single,Purple,4,N,Y,2,28.679079/77.070385
78 BN,C COY,Jabalpur,Bhishma,Z-698,Ozzy,Husband,M,67,Pilot,9213840779,,2 kunal,Single,White,2,N,Y,3,28.679079/77.070386
